region	chr	midPos	Nsites
region	chr	midPos	Nsites
(5961617,5991432)(6605000,6634999)(6605000,6635000)	NC_037124.1f8t16	6620000	29817	0.059569
(5966610,5996430)(6610000,6639999)(6610000,6640000)	NC_037124.1f8t16	6625000	29822	0.059675
(5971608,6000723)(6615000,6644971)(6615000,6645000)	NC_037124.1f8t16	6630000	29117	0.055165
(5976567,6004918)(6620000,6649999)(6620000,6650000)	NC_037124.1f8t16	6635000	28353	0.041377
(5981566,6009822)(6625000,6654999)(6625000,6655000)	NC_037124.1f8t16	6640000	28258	0.039757
(5986515,6014819)(6630000,6659999)(6630000,6660000)	NC_037124.1f8t16	6645000	28306	0.036179
(5991433,6019819)(6635000,6664999)(6635000,6665000)	NC_037124.1f8t16	6650000	28388	0.043846
(5996431,6024818)(6640000,6669999)(6640000,6670000)	NC_037124.1f8t16	6655000	28389	0.042237
(6000724,6029818)(6645440,6674999)(6645000,6675000)	NC_037124.1f8t16	6660000	29096	0.047845
(6004919,6034676)(6650000,6679999)(6650000,6680000)	NC_037124.1f8t16	6665000	29759	0.055484
(6009823,6039569)(6655000,6684999)(6655000,6685000)	NC_037124.1f8t16	6670000	29748	0.062567
(6014820,6044566)(6660000,6689999)(6660000,6690000)	NC_037124.1f8t16	6675000	29748	0.066885
(6019820,6049561)(6665000,6694999)(6665000,6695000)	NC_037124.1f8t16	6680000	29743	0.060364
(6024819,6054545)(6670000,6699999)(6670000,6700000)	NC_037124.1f8t16	6685000	29728	0.062820
(6029819,6059545)(6675000,6704999)(6675000,6705000)	NC_037124.1f8t16	6690000	29728	0.062475
(6034677,6064514)(6680000,6709999)(6680000,6710000)	NC_037124.1f8t16	6695000	29839	0.066763
(6039570,6069470)(6685000,6714985)(6685000,6715000)	NC_037124.1f8t16	6700000	29902	0.058556
(6044567,6074317)(6690000,6719999)(6690000,6720000)	NC_037124.1f8t16	6705000	29752	0.049928
(6049562,6079296)(6695000,6724999)(6695000,6725000)	NC_037124.1f8t16	6710000	29736	0.066356
(6054546,6084279)(6700000,6729999)(6700000,6730000)	NC_037124.1f8t16	6715000	29735	0.067608
(6059546,6089279)(6705000,6734999)(6705000,6735000)	NC_037124.1f8t16	6720000	29735	0.073136
(6064515,6094215)(6710000,6739999)(6710000,6740000)	NC_037124.1f8t16	6725000	29702	0.073663
(6069471,6099213)(6715104,6744999)(6715000,6745000)	NC_037124.1f8t16	6730000	29744	0.072624
(6074318,6104209)(6720000,6749999)(6720000,6750000)	NC_037124.1f8t16	6735000	29893	0.069765
(6079297,6109175)(6725000,6754999)(6725000,6755000)	NC_037124.1f8t16	6740000	29880	0.065093
(6084280,6114089)(6730000,6759980)(6730000,6760000)	NC_037124.1f8t16	6745000	29811	0.064397
(6089280,6118929)(6735000,6764999)(6735000,6765000)	NC_037124.1f8t16	6750000	29651	0.052803
(6094216,6123887)(6740000,6769999)(6740000,6770000)	NC_037124.1f8t16	6755000	29673	0.044139
(6099214,6126444)(6745000,6774999)(6745000,6775000)	NC_037124.1f8t16	6760000	27232	0.045220
(6104210,6128728)(6750000,6779999)(6750000,6780000)	NC_037124.1f8t16	6765000	24520	0.061816
(6109176,6133726)(6755000,6784999)(6755000,6785000)	NC_037124.1f8t16	6770000	24552	0.069719
(6114090,6138680)(6760140,6789999)(6760000,6790000)	NC_037124.1f8t16	6775000	24592	0.074168
(6118930,6142728)(6765000,6794999)(6765000,6795000)	NC_037124.1f8t16	6780000	23800	0.067568
(6123888,6147727)(6770000,6799999)(6770000,6800000)	NC_037124.1f8t16	6785000	23841	0.062100
(6126445,6152716)(6775000,6804999)(6775000,6805000)	NC_037124.1f8t16	6790000	26273	0.064068
(6128729,6157666)(6780000,6809999)(6780000,6810000)	NC_037124.1f8t16	6795000	28939	0.058034
(6133727,6162657)(6785000,6814999)(6785000,6815000)	NC_037124.1f8t16	6800000	28932	0.051099
(6138681,6167647)(6790000,6819999)(6790000,6820000)	NC_037124.1f8t16	6805000	28968	0.056482
(6142729,6170840)(6795000,6824980)(6795000,6825000)	NC_037124.1f8t16	6810000	28113	0.052789
(6147728,6174796)(6800000,6829999)(6800000,6830000)	NC_037124.1f8t16	6815000	27070	0.057509
(6152717,6179508)(6805000,6834999)(6805000,6835000)	NC_037124.1f8t16	6820000	26793	0.049258
(6157667,6184490)(6810000,6839999)(6810000,6840000)	NC_037124.1f8t16	6825000	26825	0.043639
(6162658,6189465)(6815000,6844999)(6815000,6845000)	NC_037124.1f8t16	6830000	26809	0.041728
(6167648,6194432)(6820000,6849999)(6820000,6850000)	NC_037124.1f8t16	6835000	26786	0.030954
(6170841,6199412)(6825066,6854999)(6825000,6855000)	NC_037124.1f8t16	6840000	28573	0.028480
(6174797,6204410)(6830000,6859999)(6830000,6860000)	NC_037124.1f8t16	6845000	29615	0.023865
(6179509,6209408)(6835000,6864999)(6835000,6865000)	NC_037124.1f8t16	6850000	29901	0.028593
(6184491,6214370)(6840000,6869999)(6840000,6870000)	NC_037124.1f8t16	6855000	29881	0.029156
(6189466,6219304)(6845000,6874999)(6845000,6875000)	NC_037124.1f8t16	6860000	29840	0.034478
(6194433,6220757)(6850000,6879420)(6850000,6880000)	NC_037124.1f8t16	6865000	26326	0.039844
(6199413,6221489)(6855000,6881774)(6855000,6885000)	NC_037124.1f8t16	6870000	22078	0.048607
(6204411,6221729)(6860000,6886737)(6860000,6890000)	NC_037124.1f8t16	6875000	17320	0.058021
(6209409,6222687)(6865000,6894999)(6865000,6895000)	NC_037124.1f8t16	6880000	13280	0.057981
(6214371,6227670)(6870000,6899999)(6870000,6900000)	NC_037124.1f8t16	6885000	13301	0.079454
(6219305,6232622)(6875000,6904999)(6875000,6905000)	NC_037124.1f8t16	6890000	13319	0.069453
(6220758,6237622)(6881025,6909999)(6880000,6910000)	NC_037124.1f8t16	6895000	16866	0.070740
(6221490,6242620)(6886286,6914999)(6885000,6915000)	NC_037124.1f8t16	6900000	21132	0.060117
(6221730,6247618)(6894036,6919999)(6890000,6920000)	NC_037124.1f8t16	6905000	25890	0.052867
(6222688,6252552)(6895000,6924999)(6895000,6925000)	NC_037124.1f8t16	6910000	29866	0.053979
(6227671,6257518)(6900000,6929999)(6900000,6930000)	NC_037124.1f8t16	6915000	29849	0.036373
(6232623,6262402)(6905000,6934999)(6905000,6935000)	NC_037124.1f8t16	6920000	29781	0.054030
(6237623,6267190)(6910000,6939999)(6910000,6940000)	NC_037124.1f8t16	6925000	29569	0.048308
(6242621,6272189)(6915000,6944999)(6915000,6945000)	NC_037124.1f8t16	6930000	29570	0.046591
(6247619,6277174)(6920000,6949999)(6920000,6950000)	NC_037124.1f8t16	6935000	29557	0.048555
(6252553,6282169)(6925000,6954999)(6925000,6955000)	NC_037124.1f8t16	6940000	29618	0.041646
(6257519,6287166)(6930000,6959999)(6930000,6960000)	NC_037124.1f8t16	6945000	29649	0.046180
(6262403,6292166)(6935000,6964999)(6935000,6965000)	NC_037124.1f8t16	6950000	29765	0.049939
(6267191,6297147)(6940000,6969999)(6940000,6970000)	NC_037124.1f8t16	6955000	29958	0.051667
(6272190,6299782)(6945000,6974999)(6945000,6975000)	NC_037124.1f8t16	6960000	27594	0.056632
(6277175,6304767)(6950000,6979999)(6950000,6980000)	NC_037124.1f8t16	6965000	27594	0.053314
(6282170,6309767)(6955000,6984999)(6955000,6985000)	NC_037124.1f8t16	6970000	27599	0.059131
(6287167,6314767)(6960000,6989999)(6960000,6990000)	NC_037124.1f8t16	6975000	27602	0.059655
(6292167,6319766)(6965000,6994999)(6965000,6995000)	NC_037124.1f8t16	6980000	27601	0.041003
(6297148,6324765)(6970000,6999999)(6970000,7000000)	NC_037124.1f8t16	6985000	27619	0.039468
(6299783,6329727)(6975000,7004999)(6975000,7005000)	NC_037124.1f8t16	6990000	29946	0.039957
(6304768,6334565)(6980000,7009853)(6980000,7010000)	NC_037124.1f8t16	6995000	29799	0.046412
(6309768,6338016)(6985000,7014999)(6985000,7015000)	NC_037124.1f8t16	7000000	28250	0.061282
(6314768,6342945)(6990000,7019999)(6990000,7020000)	NC_037124.1f8t16	7005000	28179	0.055246
(6319767,6347925)(6995000,7024999)(6995000,7025000)	NC_037124.1f8t16	7010000	28160	0.051503
(6324766,6352890)(7000000,7029999)(7000000,7030000)	NC_037124.1f8t16	7015000	28126	0.056873
(6329728,6357823)(7005000,7034999)(7005000,7035000)	NC_037124.1f8t16	7020000	28097	0.054601
(6334566,6362823)(7010705,7039999)(7010000,7040000)	NC_037124.1f8t16	7025000	28259	0.057555
(6338017,6367807)(7015000,7044999)(7015000,7045000)	NC_037124.1f8t16	7030000	29792	0.051334
(6342946,6372741)(7020000,7049999)(7020000,7050000)	NC_037124.1f8t16	7035000	29797	0.052150
(6347926,6377737)(7025000,7054999)(7025000,7055000)	NC_037124.1f8t16	7040000	29813	0.062816
(6352891,6382522)(7030000,7059999)(7030000,7060000)	NC_037124.1f8t16	7045000	29633	0.066118
(6357824,6387416)(7035000,7064999)(7035000,7065000)	NC_037124.1f8t16	7050000	29594	0.071664
(6362824,6392348)(7040000,7069999)(7040000,7070000)	NC_037124.1f8t16	7055000	29526	0.069213
(6367808,6397301)(7045000,7074999)(7045000,7075000)	NC_037124.1f8t16	7060000	29495	0.072292
(6372742,6402285)(7050000,7079999)(7050000,7080000)	NC_037124.1f8t16	7065000	29545	0.079268
(6377738,6407178)(7055000,7084999)(7055000,7085000)	NC_037124.1f8t16	7070000	29442	0.075123
(6382523,6412154)(7060000,7089999)(7060000,7090000)	NC_037124.1f8t16	7075000	29633	0.073728
(6387417,6417140)(7065000,7094999)(7065000,7095000)	NC_037124.1f8t16	7080000	29725	0.068857
(6392349,6421997)(7070000,7099999)(7070000,7100000)	NC_037124.1f8t16	7085000	29650	0.069863
(6397302,6426972)(7075000,7104999)(7075000,7105000)	NC_037124.1f8t16	7090000	29672	0.065854
(6402286,6431972)(7080000,7109999)(7080000,7110000)	NC_037124.1f8t16	7095000	29688	0.052701
(6407179,6436972)(7085000,7114999)(7085000,7115000)	NC_037124.1f8t16	7100000	29795	0.040471
(6412155,6441941)(7090000,7119999)(7090000,7120000)	NC_037124.1f8t16	7105000	29788	0.044925
(6417141,6446787)(7095000,7124999)(7095000,7125000)	NC_037124.1f8t16	7110000	29648	0.046877
(6421998,6451638)(7100000,7129999)(7100000,7130000)	NC_037124.1f8t16	7115000	29642	0.046355
(6426973,6456478)(7105000,7134999)(7105000,7135000)	NC_037124.1f8t16	7120000	29507	0.036428
(6431973,6460388)(7110000,7139999)(7110000,7140000)	NC_037124.1f8t16	7125000	28417	0.044142
(6436973,6465327)(7115000,7144999)(7115000,7145000)	NC_037124.1f8t16	7130000	28356	0.052412
(6441942,6470289)(7120000,7149999)(7120000,7150000)	NC_037124.1f8t16	7135000	28349	0.047365
(6446788,6475274)(7125000,7154999)(7125000,7155000)	NC_037124.1f8t16	7140000	28488	0.044279
(6451639,6480271)(7130000,7159999)(7130000,7160000)	NC_037124.1f8t16	7145000	28634	0.039811
(6456479,6485267)(7135000,7164999)(7135000,7165000)	NC_037124.1f8t16	7150000	28790	0.044959
(6460389,6490199)(7140000,7169999)(7140000,7170000)	NC_037124.1f8t16	7155000	29812	0.054074
(6465328,6495045)(7145000,7174999)(7145000,7175000)	NC_037124.1f8t16	7160000	29719	0.052079
(6470290,6500036)(7150000,7179999)(7150000,7180000)	NC_037124.1f8t16	7165000	29748	0.054584
(6475275,6505015)(7155000,7184999)(7155000,7185000)	NC_037124.1f8t16	7170000	29742	0.054158
(6480272,6509960)(7160000,7189999)(7160000,7190000)	NC_037124.1f8t16	7175000	29690	0.060024
(6485268,6513779)(7165000,7194134)(7165000,7195000)	NC_037124.1f8t16	7180000	28513	0.060267
(6490200,6515880)(7170000,7199295)(7170000,7200000)	NC_037124.1f8t16	7185000	25682	0.045627
(6495046,6516892)(7175000,7204999)(7175000,7205000)	NC_037124.1f8t16	7190000	21848	0.051299
(6500037,6520901)(7180000,7209999)(7180000,7210000)	NC_037124.1f8t16	7195000	20866	0.049262
(6505016,6525893)(7185000,7214999)(7185000,7215000)	NC_037124.1f8t16	7200000	20879	0.041771
(6509961,6530870)(7190000,7219999)(7190000,7220000)	NC_037124.1f8t16	7205000	20911	0.037758
(6513780,6535855)(7196192,7224999)(7195000,7225000)	NC_037124.1f8t16	7210000	22077	0.040341
(6515881,6540821)(7203982,7229999)(7200000,7230000)	NC_037124.1f8t16	7215000	24942	0.038444
(6516893,6545810)(7205000,7234999)(7205000,7235000)	NC_037124.1f8t16	7220000	28919	0.027999
(6520902,6550810)(7210000,7239999)(7210000,7240000)	NC_037124.1f8t16	7225000	29910	0.028300
(6525894,6554675)(7215000,7243867)(7215000,7245000)	NC_037124.1f8t16	7230000	28783	0.039714
(6530871,6557988)(7220000,7249999)(7220000,7250000)	NC_037124.1f8t16	7235000	27119	0.041957
(6535856,6562973)(7225000,7254999)(7225000,7255000)	NC_037124.1f8t16	7240000	27119	0.047346
(6540822,6567935)(7230000,7259999)(7230000,7260000)	NC_037124.1f8t16	7245000	27115	0.045864
(6545811,6572912)(7235000,7264999)(7235000,7265000)	NC_037124.1f8t16	7250000	27103	0.061028
(6550811,6577904)(7240000,7269999)(7240000,7270000)	NC_037124.1f8t16	7255000	27095	0.070314
(6554676,6582904)(7246654,7274999)(7245000,7275000)	NC_037124.1f8t16	7260000	28230	0.067768
(6557989,6587838)(7250000,7279999)(7250000,7280000)	NC_037124.1f8t16	7265000	29851	0.055046
(6562974,6592803)(7255000,7284999)(7255000,7285000)	NC_037124.1f8t16	7270000	29831	0.049989
(6567936,6597778)(7260000,7289999)(7260000,7290000)	NC_037124.1f8t16	7275000	29844	0.060911
(6572913,6602696)(7265000,7294999)(7265000,7295000)	NC_037124.1f8t16	7280000	29785	0.054370
(6577905,6607133)(7270000,7299999)(7270000,7300000)	NC_037124.1f8t16	7285000	29230	0.045209
(6582905,6612066)(7275000,7304999)(7275000,7305000)	NC_037124.1f8t16	7290000	29163	0.059093
(6587839,6617026)(7280000,7309998)(7280000,7310000)	NC_037124.1f8t16	7295000	29189	0.065756
(6592804,6621946)(7285000,7314999)(7285000,7315000)	NC_037124.1f8t16	7300000	29144	0.065408
(6597779,6626733)(7290000,7319999)(7290000,7320000)	NC_037124.1f8t16	7305000	28956	0.056188
(6602697,6631663)(7295000,7324999)(7295000,7325000)	NC_037124.1f8t16	7310000	28968	0.054831
(6607134,6636489)(7300000,7329999)(7300000,7330000)	NC_037124.1f8t16	7315000	29357	0.054484
(6612067,6641463)(7305000,7334999)(7305000,7335000)	NC_037124.1f8t16	7320000	29398	0.034394
(6617027,6646155)(7310002,7339998)(7310000,7340000)	NC_037124.1f8t16	7325000	29130	0.034331
(6621947,6650076)(7315000,7344999)(7315000,7345000)	NC_037124.1f8t16	7330000	28131	0.033417
(6626734,6654687)(7320000,7349999)(7320000,7350000)	NC_037124.1f8t16	7335000	27955	0.032162
(6631664,6659661)(7325000,7354999)(7325000,7355000)	NC_037124.1f8t16	7340000	27999	0.049325
(6636490,6663971)(7330000,7359660)(7330000,7360000)	NC_037124.1f8t16	7345000	27483	0.055554
(6641464,6667239)(7335000,7364999)(7335000,7365000)	NC_037124.1f8t16	7350000	25777	0.062423
(6646156,6672214)(7340000,7369999)(7340000,7370000)	NC_037124.1f8t16	7355000	26060	0.060524
(6650077,6676973)(7345000,7374999)(7345000,7375000)	NC_037124.1f8t16	7360000	26898	0.079824
(6654688,6681961)(7350000,7379999)(7350000,7380000)	NC_037124.1f8t16	7365000	27275	0.085107
(6659662,6686824)(7355000,7384999)(7355000,7385000)	NC_037124.1f8t16	7370000	27164	0.075726
(6663972,6691813)(7361141,7389999)(7360000,7390000)	NC_037124.1f8t16	7375000	27843	0.073690
(6667240,6696779)(7365000,7394999)(7365000,7395000)	NC_037124.1f8t16	7380000	29541	0.079974
(6672215,6701616)(7370000,7399999)(7370000,7400000)	NC_037124.1f8t16	7385000	29403	0.089768
(6676974,6706026)(7375000,7404999)(7375000,7405000)	NC_037124.1f8t16	7390000	29054	0.066956
(6681962,6710036)(7380000,7409796)(7380000,7410000)	NC_037124.1f8t16	7395000	28076	0.064098
(6686825,6714477)(7385000,7414999)(7385000,7415000)	NC_037124.1f8t16	7400000	27654	0.061050
(6691814,6719238)(7390000,7419999)(7390000,7420000)	NC_037124.1f8t16	7405000	27426	0.061272
(6696780,6723879)(7395000,7424999)(7395000,7425000)	NC_037124.1f8t16	7410000	27101	0.056941
(6701617,6728781)(7400000,7429999)(7400000,7430000)	NC_037124.1f8t16	7415000	27166	0.065775
(6706027,6733584)(7405000,7434999)(7405000,7435000)	NC_037124.1f8t16	7420000	27559	0.106864
(6710037,6738554)(7410059,7439999)(7410000,7440000)	NC_037124.1f8t16	7425000	28519	0.118153
(6714478,6741476)(7415000,7444419)(7415000,7445000)	NC_037124.1f8t16	7430000	27000	0.106330
(6719239,6744385)(7420000,7449980)(7420000,7450000)	NC_037124.1f8t16	7435000	25148	0.111651
(6723880,6748918)(7425000,7454999)(7425000,7455000)	NC_037124.1f8t16	7440000	25040	0.119569
(6728782,6753829)(7430000,7459999)(7430000,7460000)	NC_037124.1f8t16	7445000	25049	0.103338
(6733585,6758713)(7435000,7464999)(7435000,7465000)	NC_037124.1f8t16	7450000	25130	0.054869
(6738555,6763658)(7440000,7469999)(7440000,7470000)	NC_037124.1f8t16	7455000	25105	0.042631
(6741477,6768114)(7446801,7474999)(7445000,7475000)	NC_037124.1f8t16	7460000	26639	0.053591
(6744386,6772973)(7450112,7479999)(7450000,7480000)	NC_037124.1f8t16	7465000	28589	0.050797
(6748919,6777861)(7455000,7484999)(7455000,7485000)	NC_037124.1f8t16	7470000	28944	0.069628
(6753830,6782851)(7460000,7489999)(7460000,7490000)	NC_037124.1f8t16	7475000	29023	0.062441
(6758714,6787851)(7465000,7494999)(7465000,7495000)	NC_037124.1f8t16	7480000	29139	0.069949
(6763659,6791754)(7470000,7499999)(7470000,7500000)	NC_037124.1f8t16	7485000	28097	0.076127
(6768115,6796722)(7475000,7504999)(7475000,7505000)	NC_037124.1f8t16	7490000	28609	0.086808
(6772974,6801629)(7480000,7509999)(7480000,7510000)	NC_037124.1f8t16	7495000	28657	0.080002
(6777862,6806447)(7485000,7514999)(7485000,7515000)	NC_037124.1f8t16	7500000	28587	0.057390
(6782852,6808352)(7490000,7519713)(7490000,7520000)	NC_037124.1f8t16	7505000	25502	0.066753
(6787852,6810290)(7495000,7523831)(7495000,7525000)	NC_037124.1f8t16	7510000	22440	0.060106
(6791755,6810290)(7500000,7523831)(7500000,7530000)	NC_037124.1f8t16	7515000	18537	0.060938
(6796723,6810305)(7505000,7534057)(7505000,7535000)	NC_037124.1f8t16	7520000	13584	0.046667
(6801630,6810305)(7510000,7534057)(7510000,7540000)	NC_037124.1f8t16	7525000	8677	0.061971
(6806448,6811173)(7515000,7544999)(7515000,7545000)	NC_037124.1f8t16	7530000	4727	0.067131
(6808353,6814668)(7521706,7548495)(7520000,7550000)	NC_037124.1f8t16	7535000	6317	0.046594
(6810291,6814845)(7534043,7550929)(7525000,7555000)	NC_037124.1f8t16	7540000	4556	0.046232
(6810291,6818937)(7534043,7559999)(7530000,7560000)	NC_037124.1f8t16	7545000	8648	0.046216
(6810306,6823875)(7540020,7564999)(7535000,7565000)	NC_037124.1f8t16	7550000	13571	0.066602
(6810306,6828826)(7540020,7569997)(7540000,7570000)	NC_037124.1f8t16	7555000	18522	0.054575
(6811174,6833714)(7545000,7574999)(7545000,7575000)	NC_037124.1f8t16	7560000	22542	0.050843
(6814669,6838690)(7550753,7579999)(7550000,7580000)	NC_037124.1f8t16	7565000	24023	0.067641
(6814846,6843640)(7555823,7584999)(7555000,7585000)	NC_037124.1f8t16	7570000	28796	0.068557
(6818938,6848611)(7560000,7589999)(7560000,7590000)	NC_037124.1f8t16	7575000	29675	0.066689
(6823876,6853564)(7565000,7594999)(7565000,7595000)	NC_037124.1f8t16	7580000	29690	0.057883
(6828827,6858405)(7570005,7599999)(7570000,7600000)	NC_037124.1f8t16	7585000	29580	0.065182
(6833715,6863396)(7575000,7604999)(7575000,7605000)	NC_037124.1f8t16	7590000	29683	0.106857
(6838691,6868387)(7580000,7609999)(7580000,7610000)	NC_037124.1f8t16	7595000	29698	0.108669
(6843641,6873367)(7585000,7614999)(7585000,7615000)	NC_037124.1f8t16	7600000	29728	0.103378
(6848612,6878316)(7590000,7619999)(7590000,7620000)	NC_037124.1f8t16	7605000	29706	0.104875
(6853565,6883040)(7595000,7624999)(7595000,7625000)	NC_037124.1f8t16	7610000	29477	0.096885
(6858406,6887660)(7600000,7629999)(7600000,7630000)	NC_037124.1f8t16	7615000	29256	0.097574
(6863397,6892609)(7605000,7634999)(7605000,7635000)	NC_037124.1f8t16	7620000	29214	0.047292
(6868388,6897590)(7610000,7639999)(7610000,7640000)	NC_037124.1f8t16	7625000	29204	0.046452
(6873368,6902590)(7615000,7644999)(7615000,7645000)	NC_037124.1f8t16	7630000	29224	0.038943
(6878317,6907588)(7620000,7649999)(7620000,7650000)	NC_037124.1f8t16	7635000	29273	0.048285
(6883041,6911433)(7625000,7654999)(7625000,7655000)	NC_037124.1f8t16	7640000	28394	0.058840
(6887661,6916423)(7630000,7659999)(7630000,7660000)	NC_037124.1f8t16	7645000	28764	0.061607
(6892610,6921419)(7635000,7664999)(7635000,7665000)	NC_037124.1f8t16	7650000	28811	0.064862
(6897591,6926414)(7640000,7669999)(7640000,7670000)	NC_037124.1f8t16	7655000	28825	0.067161
(6902591,6931059)(7645000,7674999)(7645000,7675000)	NC_037124.1f8t16	7660000	28470	0.061386
(6907589,6935440)(7650000,7679999)(7650000,7680000)	NC_037124.1f8t16	7665000	27853	0.054058
(6911434,6940336)(7655000,7684999)(7655000,7685000)	NC_037124.1f8t16	7670000	28904	0.078729
(6916424,6945335)(7660000,7689999)(7660000,7690000)	NC_037124.1f8t16	7675000	28913	0.077610
(6921420,6950335)(7665000,7694999)(7665000,7695000)	NC_037124.1f8t16	7680000	28917	0.071662
(6926415,6955333)(7670000,7699999)(7670000,7700000)	NC_037124.1f8t16	7685000	28920	0.070766
(6931060,6960330)(7675000,7704999)(7675000,7705000)	NC_037124.1f8t16	7690000	29272	0.077468
(6935441,6965324)(7680000,7709999)(7680000,7710000)	NC_037124.1f8t16	7695000	29885	0.091541
(6940337,6970209)(7685000,7714999)(7685000,7715000)	NC_037124.1f8t16	7700000	29874	0.064664
(6945336,6975197)(7690000,7719999)(7690000,7720000)	NC_037124.1f8t16	7705000	29863	0.064595
(6950336,6980131)(7695000,7724956)(7695000,7725000)	NC_037124.1f8t16	7710000	29797	0.075532
(6955334,6981084)(7700000,7729999)(7700000,7730000)	NC_037124.1f8t16	7715000	25752	0.079433
(6960331,6982143)(7705000,7731064)(7705000,7735000)	NC_037124.1f8t16	7720000	21814	0.070448
(6965325,6985861)(7710000,7739999)(7710000,7740000)	NC_037124.1f8t16	7725000	20538	0.076375
(6970210,6988457)(7715000,7744999)(7715000,7745000)	NC_037124.1f8t16	7730000	18249	0.067969
(6975198,6993044)(7720000,7749999)(7720000,7750000)	NC_037124.1f8t16	7735000	17848	0.064939
(6980132,6998044)(7729047,7754999)(7725000,7755000)	NC_037124.1f8t16	7740000	17914	0.054574
(6981085,7003043)(7730000,7759999)(7730000,7760000)	NC_037124.1f8t16	7745000	21960	0.042180
(6982144,7008040)(7735128,7764999)(7735000,7765000)	NC_037124.1f8t16	7750000	25898	0.044278
(6985862,7012955)(7740000,7769999)(7740000,7770000)	NC_037124.1f8t16	7755000	27095	0.039652
(6988458,7017896)(7745000,7774999)(7745000,7775000)	NC_037124.1f8t16	7760000	29440	0.038456
(6993045,7022777)(7750000,7779999)(7750000,7780000)	NC_037124.1f8t16	7765000	29734	0.048406
(6998045,7027459)(7755000,7784999)(7755000,7785000)	NC_037124.1f8t16	7770000	29416	0.050257
(7003044,7032454)(7760000,7789999)(7760000,7790000)	NC_037124.1f8t16	7775000	29412	0.053060
(7008041,7037452)(7765000,7794999)(7765000,7795000)	NC_037124.1f8t16	7780000	29413	0.054187
(7012956,7042452)(7770000,7799999)(7770000,7800000)	NC_037124.1f8t16	7785000	29498	0.060102
(7017897,7047423)(7775000,7804999)(7775000,7805000)	NC_037124.1f8t16	7790000	29528	0.065912
(7022778,7052406)(7780000,7809999)(7780000,7810000)	NC_037124.1f8t16	7795000	29630	0.060310
(7027460,7056709)(7785000,7814999)(7785000,7815000)	NC_037124.1f8t16	7800000	29251	0.070869
(7032455,7061458)(7790000,7819999)(7790000,7820000)	NC_037124.1f8t16	7805000	29005	0.081704
(7037453,7066458)(7795000,7824999)(7795000,7825000)	NC_037124.1f8t16	7810000	29007	0.072153
(7042453,7071426)(7800000,7829999)(7800000,7830000)	NC_037124.1f8t16	7815000	28975	0.065264
(7047424,7076282)(7805000,7834999)(7805000,7835000)	NC_037124.1f8t16	7820000	28860	0.059146
(7052407,7081281)(7810000,7839999)(7810000,7840000)	NC_037124.1f8t16	7825000	28876	0.057757
(7056710,7086281)(7815000,7844999)(7815000,7845000)	NC_037124.1f8t16	7830000	29573	0.050761
(7061459,7091272)(7820000,7849999)(7820000,7850000)	NC_037124.1f8t16	7835000	29815	0.054010
(7066459,7096271)(7825000,7854999)(7825000,7855000)	NC_037124.1f8t16	7840000	29814	0.060237
(7071427,7101220)(7830000,7859999)(7830000,7860000)	NC_037124.1f8t16	7845000	29795	0.055669
(7076283,7106218)(7835000,7864999)(7835000,7865000)	NC_037124.1f8t16	7850000	29937	0.059802
(7081282,7111218)(7840000,7869999)(7840000,7870000)	NC_037124.1f8t16	7855000	29938	0.062702
(7086282,7116207)(7845000,7874999)(7845000,7875000)	NC_037124.1f8t16	7860000	29927	0.066703
(7091273,7121188)(7850000,7879999)(7850000,7880000)	NC_037124.1f8t16	7865000	29917	0.053547
(7096272,7126171)(7855000,7884999)(7855000,7885000)	NC_037124.1f8t16	7870000	29901	0.045759
(7101221,7131166)(7860000,7889999)(7860000,7890000)	NC_037124.1f8t16	7875000	29947	0.050940
(7106219,7136135)(7865000,7894999)(7865000,7895000)	NC_037124.1f8t16	7880000	29918	0.052249
(7111219,7140867)(7870000,7899999)(7870000,7900000)	NC_037124.1f8t16	7885000	29650	0.053259
(7116208,7145565)(7875000,7904999)(7875000,7905000)	NC_037124.1f8t16	7890000	29359	0.044321
(7121189,7150564)(7880000,7909999)(7880000,7910000)	NC_037124.1f8t16	7895000	29377	0.042891
(7126172,7155555)(7885000,7914999)(7885000,7915000)	NC_037124.1f8t16	7900000	29385	0.040820
(7131167,7160527)(7890000,7919999)(7890000,7920000)	NC_037124.1f8t16	7905000	29362	0.044603
(7136136,7165519)(7895000,7924999)(7895000,7925000)	NC_037124.1f8t16	7910000	29385	0.045952
(7140868,7170476)(7900000,7929999)(7900000,7930000)	NC_037124.1f8t16	7915000	29610	0.071100
(7145566,7175437)(7905000,7934999)(7905000,7935000)	NC_037124.1f8t16	7920000	29873	0.075774
(7150565,7180105)(7910000,7939999)(7910000,7940000)	NC_037124.1f8t16	7925000	29542	0.083318
(7155556,7185094)(7915000,7944999)(7915000,7945000)	NC_037124.1f8t16	7930000	29540	0.083271
(7160528,7189753)(7920000,7949999)(7920000,7950000)	NC_037124.1f8t16	7935000	29227	0.079509
(7165520,7194732)(7925000,7954999)(7925000,7955000)	NC_037124.1f8t16	7940000	29214	0.083333
(7170477,7199695)(7930000,7959999)(7930000,7960000)	NC_037124.1f8t16	7945000	29220	0.054820
(7175438,7204466)(7935000,7964999)(7935000,7965000)	NC_037124.1f8t16	7950000	29030	0.064217
(7180106,7208239)(7940000,7969999)(7940000,7970000)	NC_037124.1f8t16	7955000	28135	0.062448
